x (Parameter) -> outputs: [<Shape: [1,3,640,640]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_74/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_74/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_74/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_74/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_74 (Swish) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.2.1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,64,3,3]>]
Constant_450968 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450967 (Convert) -> outputs: [<Shape: [64,64,3,3]>]
Constant_450966 (Constant) -> outputs: [<Shape: [64,64,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_73/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_73/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_73/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_73/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_73/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_73 (Swish) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.0.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.0.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.2.0.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,20,20]>]
__module.model.22.cv2.2.0.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,576,3,3]>]
Constant_450964 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450963 (Convert) -> outputs: [<Shape: [64,576,3,3]>]
Constant_450962 (Constant) -> outputs: [<Shape: [64,576,3,3]>]
__module.model.22/aten::view/Reshape_1 (Reshape) -> outputs: [<Shape: [1,66,1600]>]
Constant_4334 (Constant) -> outputs: [<Shape: [3]>]
__module.model.22/aten::cat/Concat_1 (Concat) -> outputs: [<Shape: [1,66,40,40]>]
__module.model.22.cv3.1.2/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,2,40,40]>]
__module.model.22.cv3.1.2/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,2,1,1]>]
__module.model.22.cv3.1.2/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,2,40,40]>]
__module.model.22.cv3.1.2/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [2,192,1,1]>]
Constant_450932 (Constant) -> outputs: [<Shape: [2,1,1,1]>]
Convert_450931 (Convert) -> outputs: [<Shape: [2,192,1,1]>]
Constant_450930 (Constant) -> outputs: [<Shape: [2,192,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_65/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_65/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_65/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_65/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_65/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_65 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.1.1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.1.1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.22.cv3.1.1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.1.1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450928 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450927 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450926 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_64/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_64/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_64/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_64/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_64/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_64 (Swish) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.1.0.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.1.0.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.22.cv3.1.0.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,40,40]>]
__module.model.22.cv3.1.0.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,384,3,3]>]
Constant_450924 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450923 (Convert) -> outputs: [<Shape: [192,384,3,3]>]
Constant_450922 (Constant) -> outputs: [<Shape: [192,384,3,3]>]
__module.model.22.cv2.1.2/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.2/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.1.2/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.2/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,64,1,1]>]
Constant_450920 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450919 (Convert) -> outputs: [<Shape: [64,64,1,1]>]
Constant_450918 (Constant) -> outputs: [<Shape: [64,64,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_63/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_63/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_63/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_63/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_63/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_63 (Swish) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.1.1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,64,3,3]>]
Constant_450916 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450915 (Convert) -> outputs: [<Shape: [64,64,3,3]>]
Constant_450914 (Constant) -> outputs: [<Shape: [64,64,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_62/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_62/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_62/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_62/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_62/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_62 (Swish) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.0.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.0.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.1.0.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,40,40]>]
__module.model.22.cv2.1.0.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,384,3,3]>]
Constant_450912 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450911 (Convert) -> outputs: [<Shape: [64,384,3,3]>]
Constant_450910 (Constant) -> outputs: [<Shape: [64,384,3,3]>]
__module.model.22/aten::view/Reshape (Reshape) -> outputs: [<Shape: [1,66,6400]>]
Constant_4322 (Constant) -> outputs: [<Shape: [3]>]
__module.model.22/aten::cat/Concat (Concat) -> outputs: [<Shape: [1,66,80,80]>]
__module.model.22.cv3.0.2/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,2,80,80]>]
__module.model.22.cv3.0.2/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,2,1,1]>]
__module.model.22.cv3.0.2/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,2,80,80]>]
__module.model.22.cv3.0.2/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [2,192,1,1]>]
Constant_450880 (Constant) -> outputs: [<Shape: [2,1,1,1]>]
Convert_450879 (Convert) -> outputs: [<Shape: [2,192,1,1]>]
Constant_450878 (Constant) -> outputs: [<Shape: [2,192,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_54/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_54/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_54/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_54/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_54/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_54 (Swish) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.0.1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.0.1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.22.cv3.0.1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.0.1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450876 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450875 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450874 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_53/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_53/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_53/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_53/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_53/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_53 (Swish) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.0.0.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.0.0.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,192,1,1]>]
__module.model.22.cv3.0.0.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,192,80,80]>]
__module.model.22.cv3.0.0.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450872 (Constant) -> outputs: [<Shape: [192,1,1,1]>]
Convert_450871 (Convert) -> outputs: [<Shape: [192,192,3,3]>]
Constant_450870 (Constant) -> outputs: [<Shape: [192,192,3,3]>]
__module.model.22.cv2.0.2/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.2/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.0.2/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.2/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,64,1,1]>]
Constant_450868 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450867 (Convert) -> outputs: [<Shape: [64,64,1,1]>]
Constant_450866 (Constant) -> outputs: [<Shape: [64,64,1,1]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_52/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_52/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_52/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_52/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_52/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_52 (Swish) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.1.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.1.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.0.1.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.1.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,64,3,3]>]
Constant_450864 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450863 (Convert) -> outputs: [<Shape: [64,64,3,3]>]
Constant_450862 (Constant) -> outputs: [<Shape: [64,64,3,3]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_51/fq_output_0 (FakeQuantize) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_51/fq_output_0/output_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_51/fq_output_0/output_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_51/fq_output_0/input_high (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_51/fq_output_0/input_low (Constant) -> outputs: [<Shape: []>]
__module.model.22.cv3.2.1.act/aten::silu_/Swish_51 (Swish) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.0.conv/aten::_convolution/Add (Add) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.0.conv/aten::_convolution/Reshape (Constant) -> outputs: [<Shape: [1,64,1,1]>]
__module.model.22.cv2.0.0.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,64,80,80]>]
__module.model.22.cv2.0.0.conv/aten::_convolution/Convolution/fq_weights_1 (Multiply) -> outputs: [<Shape: [64,192,3,3]>]
Constant_450860 (Constant) -> outputs: [<Shape: [64,1,1,1]>]
Convert_450859 (Convert) -> outputs: [<Shape: [64,192,3,3]>]
Constant_450858 (Constant) -> outputs: [<Shape: [64,192,3,3]>]
__module.model.22/aten::mul/Multiply (Multiply) -> outputs: [<Shape: [1,4,8400]>]
Constant_10049 (Constant) -> outputs: [<Shape: [1,1,8400]>]
__module.model.22/aten::cat/Concat_4 (Concat) -> outputs: [<Shape: [1,4,8400]>]
__module.model.22/aten::sub/Subtract_1 (Subtract) -> outputs: [<Shape: [1,2,8400]>]
__module.model.22/aten::sub/Subtract (Subtract) -> outputs: [<Shape: [1,2,8400]>]
__module.model.22/prim::ListUnpack/VariadicSplit (VariadicSplit) -> outputs: [<Shape: [1,2,8400]>, <Shape: [1,2,8400]>]
__module.model.22/prim::ListUnpack/Concat (Concat) -> outputs: [<Shape: [2]>]
Constant_5279 (Constant) -> outputs: [<Shape: [1]>]
__module.model.22/prim::ListUnpack/Add (Add) -> outputs: [<Shape: [1]>]
__module.model.22/prim::ListUnpack/Convert_0 (Convert) -> outputs: [<Shape: [1]>]
__module.model.22/prim::ListUnpack/Greater (Greater) -> outputs: [<Shape: [1]>]
Constant_5278 (Constant) -> outputs: [<Shape: [1]>]
__module.model.22/prim::ListUnpack/Mod (Mod) -> outputs: [<Shape: []>]
__module.model.22/prim::ListUnpack/Convert (Constant) -> outputs: [<Shape: []>]
__module.model.22/prim::ListUnpack/Gather (Gather) -> outputs: [<Shape: []>]
__module.model.22/prim::ListUnpack/ShapeOf (ShapeOf) -> outputs: [<Shape: [3]>]
__module.model.22.dfl/aten::view/Reshape_1 (Reshape) -> outputs: [<Shape: [1,4,8400]>]
Constant_4446 (Constant) -> outputs: [<Shape: [3]>]
__module.model.22.dfl.conv/aten::_convolution/Convolution (Convolution) -> outputs: [<Shape: [1,1,4,8400]>]
self.model.22.dfl.conv.weight (Constant) -> outputs: [<Shape: [1,16,1,1]>]
__module.model.22.dfl/aten::softmax/Softmax (Softmax) -> outputs: [<Shape: [1,16,4,8400]>]
__module.model.22.dfl/aten::transpose/Transpose (Transpose) -> outputs: [<Shape: [1,16,4,8400]>]
__module.model.22.dfl/aten::transpose/Constant (Constant) -> outputs: [<Shape: [4]>]
__module.model.22.dfl/aten::view/Reshape (Reshape) -> outputs: [<Shape: [1,4,16,8400]>]
Constant_4378 (Constant) -> outputs: [<Shape: [4]>]
__module.model.22/prim::ListUnpack/Divide (Divide) -> outputs: [<Shape: []>]
__module.model.22/aten::unsqueeze/Unsqueeze (Constant) -> outputs: [<Shape: [1,2,8400]>]
__module.model.22/aten::add/Add (Add) -> outputs: [<Shape: [1,2,8400]>]
__module.model.22/aten::div/Divide (Divide) -> outputs: [<Shape: [1,2,8400]>]
Constant_10048 (Constant) -> outputs: [<Shape: [1,1,1]>]
__module.model.22/aten::add/Add_1 (Add) -> outputs: [<Shape: [1,2,8400]>]
